CaseNum,RYCohort,donatesum,SpouseAlum,SportsAlum,UGAlumAwards,OtherUGAct,EverAssigned,BoardMember,ChildAlum,ParentAlum,SiblingAlum,GradDegree,TotalReunions,OnePlusEvents,Years Lapsed
1530,1974,0,1,0,0,1,0,1,0,0,1,0,15,1,4
1531,1974,2,1,0,0,0,1,1,0,0,0,1,8,1,1
1532,1974,0,1,0,0,1,0,0,0,0,0,0,0,1,21
1533,1974,1,0,0,0,0,0,1,0,0,0,1,6,1,15
1534,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,47
1535,1974,2,0,0,0,0,0,1,0,0,0,1,3,1,1
1536,1974,2,0,1,0,1,0,0,0,0,0,0,3,0,1
1537,1974,0,1,0,0,1,0,0,1,0,1,0,0,0,48
1538,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1539,1974,0,0,1,0,0,0,0,0,0,0,0,0,1,32
1540,1974,0,0,0,0,0,0,0,0,0,1,0,4,1,1
1541,1974,1,1,0,0,0,0,0,1,0,0,0,0,1,3
1542,1974,2,1,1,0,0,0,0,0,0,1,0,4,0,5
1543,1974,0,0,0,0,0,0,0,0,0,0,0,6,1,3
1544,1974,0,0,0,0,0,0,0,0,0,1,0,0,0,48
1545,1974,1,1,0,0,0,1,0,0,0,0,0,1,1,2
1546,1974,2,1,0,0,0,1,1,1,1,1,0,9,1,0
1547,1974,0,0,0,0,0,0,0,0,0,0,0,2,0,48
1548,1974,0,0,1,0,0,0,0,0,0,0,0,0,1,2
1549,1974,0,0,0,0,0,0,0,1,0,0,1,0,1,48
1550,1974,1,0,0,0,1,0,0,0,0,0,0,2,0,5
1551,1974,0,0,0,0,1,1,0,0,0,0,0,0,0,48
1552,1974,2,0,0,0,1,0,0,0,0,0,0,2,0,1
1553,1974,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1554,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,32
1555,1974,1,0,0,0,1,0,0,0,0,0,0,1,0,6
1556,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1557,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1558,1974,2,1,0,0,1,1,0,1,0,0,0,13,1,0
1559,1974,2,0,0,0,0,0,0,0,0,0,0,4,1,1
1560,1974,1,0,0,0,0,0,0,0,0,0,0,1,1,5
1561,1974,0,0,0,0,0,0,0,0,0,0,0,2,0,16
1562,1974,0,0,1,0,0,0,0,0,0,0,0,1,1,48
1563,1974,1,1,1,0,0,0,0,1,0,0,0,14,1,1
1564,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1565,1974,0,0,0,0,0,0,0,0,0,0,1,2,0,30
1566,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1567,1974,0,0,0,0,0,0,0,0,0,0,0,4,0,4
1568,1974,0,1,0,0,0,0,0,0,0,0,0,0,0,48
1569,1974,0,0,0,0,0,0,0,0,0,1,0,1,1,1
1570,1974,0,0,0,0,1,0,0,0,0,0,0,0,0,16
1571,1974,2,0,0,0,0,1,0,0,1,1,0,1,1,1
1572,1974,2,0,0,0,0,0,0,0,0,1,0,6,0,1
1573,1974,0,0,0,0,0,0,0,0,0,1,0,0,0,48
1574,1974,2,0,0,0,0,0,0,0,0,0,0,0,0,5
1575,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1576,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,16
1577,1974,0,0,0,0,1,0,0,0,0,0,0,0,0,3
1578,1974,1,0,0,0,0,0,0,0,0,0,1,0,1,2
1579,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1580,1974,0,0,0,0,1,0,0,0,0,0,0,0,0,48
1581,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1582,1974,2,1,0,0,1,1,0,0,0,1,0,5,1,1
1583,1974,0,0,0,0,1,0,0,0,0,0,0,0,0,48
1584,1974,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1585,1974,0,0,0,0,1,0,0,0,0,0,1,0,1,27
1586,1974,2,0,0,0,0,0,0,0,0,0,0,6,1,1
1587,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,31
1588,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,31
1589,1974,0,0,0,0,0,0,0,0,1,1,0,0,0,22
1590,1974,1,0,0,0,0,0,0,0,0,0,0,0,1,4
1591,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1592,1974,0,1,0,0,0,0,0,0,0,0,0,0,1,22
1593,1974,1,0,0,0,0,0,0,0,0,0,0,11,1,10
1594,1974,2,0,0,0,0,0,0,1,0,0,0,0,1,1
1595,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1596,1974,0,0,0,0,0,0,0,0,0,0,1,0,0,48
1597,1974,0,0,0,0,1,0,0,0,0,0,0,0,0,48
1598,1974,1,0,0,0,0,0,0,0,0,0,0,2,0,1
1599,1974,2,1,0,0,0,0,0,0,0,0,0,0,1,1
1600,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1601,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1602,1974,2,0,0,0,0,1,0,0,0,1,0,0,1,1
1603,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1604,1974,2,0,0,0,0,0,0,0,0,0,0,0,0,8
1605,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1606,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1607,1974,2,0,0,0,0,1,0,1,0,0,0,13,1,0
1608,1974,0,0,0,0,1,0,0,0,0,0,0,0,0,48
1609,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1610,1974,0,1,0,0,0,0,0,0,0,0,0,6,0,48
1611,1974,2,0,0,0,0,0,0,0,0,0,0,0,0,9
1612,1974,1,0,0,0,0,0,0,0,0,1,0,1,1,5
1613,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,28
1614,1974,2,1,0,0,0,0,0,1,0,0,0,3,1,2
1615,1974,2,1,1,0,0,0,0,0,0,0,1,3,1,0
1616,1974,0,1,1,0,0,0,0,1,0,0,0,0,0,48
1617,1974,1,0,0,0,0,0,0,0,0,0,0,8,0,0
1618,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,19
1619,1974,0,1,0,0,0,0,1,0,0,0,0,6,0,1
1620,1974,2,0,0,0,0,0,0,0,1,0,0,0,0,9
1621,1974,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1622,1974,0,0,0,0,0,0,0,0,0,1,0,1,1,48
1623,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1624,1974,0,0,0,0,0,0,0,0,0,1,0,1,0,12
1625,1974,2,0,0,0,0,0,0,0,0,0,0,0,1,8
1626,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,30
1627,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1628,1974,0,1,0,0,0,0,0,0,0,1,0,0,1,24
1629,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1630,1974,0,0,1,0,0,0,0,0,0,0,0,0,0,20
1631,1974,2,0,0,0,0,0,0,0,0,0,0,0,0,7
1632,1974,1,0,0,0,0,1,1,0,1,0,0,1,1,2
1633,1974,0,0,0,0,0,0,0,0,0,0,0,1,0,23
1634,1974,0,0,0,0,0,0,0,0,0,0,0,4,1,26
1635,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1636,1974,0,0,0,0,0,0,0,0,0,0,0,0,1,32
1637,1974,1,1,0,0,0,0,0,1,0,0,0,1,1,2
1638,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,26
1639,1974,1,0,0,0,0,0,0,1,0,0,0,0,1,11
1640,1974,0,0,0,0,0,0,0,0,0,0,0,2,1,48
1641,1974,1,0,1,0,0,0,0,0,0,0,1,4,1,12
1642,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1643,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1644,1974,2,1,0,0,0,1,1,0,0,1,0,0,1,1
1645,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1646,1974,0,0,1,0,0,0,0,0,0,0,0,0,0,48
1647,1974,2,1,0,0,0,0,0,0,0,0,0,6,1,2
1648,1974,0,0,1,0,0,0,0,0,0,0,0,3,0,3
1649,1974,0,0,1,0,0,0,0,0,0,0,0,0,0,48
1650,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1651,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1652,1974,2,1,0,0,0,0,0,0,0,0,0,2,1,1
1653,1959,2,0,0,0,0,1,1,1,0,0,0,3,1,0
1654,1969,0,0,0,0,0,0,0,1,1,1,0,0,0,21
1655,1974,1,1,1,0,0,0,0,1,0,0,1,1,1,11
1656,1974,0,0,0,0,0,0,0,0,0,0,0,2,0,32
1657,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1658,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1659,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,36
1660,1974,0,0,0,0,0,0,0,0,0,0,0,0,1,48
1661,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1662,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1663,1954,1,0,0,0,0,0,0,0,0,0,0,0,0,48
1664,1969,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1665,1969,0,0,0,0,0,0,0,0,0,0,0,0,1,33
1666,1969,2,0,0,1,1,0,0,0,0,0,0,15,1,1
1667,1969,0,1,0,0,0,0,0,0,0,0,0,0,0,24
1668,1969,0,0,1,0,0,0,0,0,0,0,0,0,0,48
1669,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1670,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1671,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1672,1969,0,0,1,0,0,0,0,0,0,0,0,1,0,48
1673,1969,1,0,0,0,0,0,0,0,0,0,0,1,1,12
1674,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1675,1974,1,0,0,0,0,0,0,0,0,0,0,0,0,15
1676,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1677,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,24
1678,1974,0,0,0,0,0,0,0,0,0,0,0,0,1,48
1679,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,36
1680,1974,0,0,0,0,1,0,0,0,0,0,0,0,0,48
1681,1974,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1682,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,34
1683,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1684,1959,0,0,0,0,0,0,0,0,0,0,0,0,1,48
1685,1969,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1686,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1687,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1688,1969,2,1,1,0,0,0,1,1,0,0,0,7,1,1
1689,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1690,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1691,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1692,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1693,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1694,1959,2,0,0,0,0,0,0,0,0,0,0,0,1,1
1695,1974,0,0,0,0,1,0,0,0,0,0,0,0,0,48
1696,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,23
1697,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1698,1969,1,0,1,0,0,0,0,0,0,0,0,3,1,9
1699,1959,1,0,0,0,0,1,0,0,0,0,0,0,1,1
1700,1974,1,0,0,0,0,1,0,0,0,0,0,5,1,8
1701,1974,0,0,0,0,0,0,0,0,0,0,1,0,0,48
1702,1974,1,0,0,0,0,0,0,0,0,0,0,0,0,11
1703,1969,1,0,0,0,0,0,0,0,0,0,0,0,1,6
1704,1964,1,0,0,0,0,0,0,0,0,0,0,0,0,7
1705,1969,2,0,0,0,0,0,0,0,0,0,0,4,1,9
1706,1974,0,0,0,0,1,0,0,0,0,0,0,1,0,48
1707,1974,1,0,1,1,1,0,0,0,0,0,0,5,1,2
1708,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1709,1954,1,0,0,0,0,0,0,0,0,1,0,0,0,48
1710,1954,2,0,0,0,0,0,0,0,0,0,0,0,0,15
1711,1974,0,0,1,0,0,0,0,0,0,0,0,0,0,20
1712,1974,2,0,0,0,0,0,0,0,0,0,1,0,0,9
1713,1974,2,0,0,0,0,0,0,0,0,0,1,5,1,2
1714,1974,2,1,0,0,0,0,0,0,0,0,0,9,1,1
1715,1974,2,0,0,0,0,0,0,0,0,0,0,3,1,1
1716,1974,2,0,0,0,1,0,0,0,0,0,0,2,1,0
1717,1974,2,0,0,0,0,0,0,0,0,0,0,5,1,1
1718,1974,0,0,0,0,0,0,0,0,0,0,0,0,1,48
1719,1974,1,0,0,0,0,0,0,0,0,0,0,0,0,13
1720,1974,2,0,0,0,1,0,0,0,0,0,0,3,1,8
1721,1974,0,0,0,0,0,0,0,0,0,0,0,2,0,31
1722,1974,0,1,0,0,1,0,0,0,0,0,1,1,1,10
1723,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1724,1974,2,0,0,0,0,0,0,0,0,0,0,0,1,6
1725,1974,1,0,1,0,0,0,0,0,0,0,0,10,1,8
1726,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1727,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,26
1728,1974,1,0,0,0,0,0,0,0,1,0,0,0,1,8
1729,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1730,1974,2,0,1,0,0,0,0,0,0,0,0,0,1,9
1731,1974,2,0,0,0,0,1,0,0,0,0,0,0,1,1
1732,1974,1,0,0,0,0,0,0,0,0,0,0,2,0,10
1733,1974,0,0,0,0,0,0,0,0,0,0,0,0,1,48
1734,1974,0,0,0,0,0,0,0,0,0,0,0,4,0,26
1735,1974,1,0,0,0,0,0,0,0,0,0,0,0,0,11
1736,1974,2,0,0,0,0,1,0,1,0,0,1,0,0,9
1737,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1738,1974,1,0,0,0,0,0,0,0,0,0,0,2,0,7
1739,1974,1,0,0,0,0,0,0,0,0,0,0,0,1,2
1740,1974,0,0,1,0,0,0,0,0,0,0,0,0,0,25
1741,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1742,1974,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1743,1974,2,0,0,0,0,0,0,0,0,0,0,0,1,1
1744,1974,0,0,1,0,0,0,0,1,0,0,0,0,0,48
1745,1974,1,0,0,0,0,0,0,0,0,0,0,0,0,7
1746,1974,0,0,0,0,0,0,0,0,0,0,1,0,0,48
1747,1974,1,0,0,0,0,0,0,0,0,0,0,2,0,1
1748,1974,0,0,0,0,0,0,0,0,1,0,0,0,0,48
1749,1974,2,0,1,0,0,0,1,0,0,0,1,2,1,3
1750,1974,2,0,0,0,0,0,0,1,0,1,1,6,1,1
1751,1974,2,1,1,0,0,1,0,0,0,0,0,2,1,1
1752,1974,0,0,0,0,0,0,0,0,0,0,0,0,1,17
1753,1974,2,1,0,0,1,0,0,1,0,0,0,3,1,1
1754,1974,0,0,0,0,0,0,0,0,0,0,1,0,0,48
1755,1974,1,1,0,0,0,0,0,0,0,0,0,4,1,1
1756,1974,1,0,0,0,0,1,0,0,0,0,0,8,0,1
1757,1974,0,1,0,0,0,0,0,0,0,0,0,0,0,10
1758,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,28
1759,1974,0,0,0,0,0,0,0,0,0,1,0,0,0,48
1760,1974,0,0,0,0,0,0,0,0,0,0,1,0,0,48
1761,1974,2,0,0,0,0,0,0,0,1,0,0,0,0,1
1762,1974,1,0,0,0,0,0,0,0,0,0,0,0,0,15
1763,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,20
1764,1974,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1765,1974,2,1,0,0,0,0,0,0,0,0,1,6,1,1
1766,1974,1,1,0,0,1,0,0,0,0,0,0,1,1,12
1767,1974,0,1,0,0,0,0,0,0,0,0,0,0,0,10
1768,1974,2,0,0,0,0,0,0,0,0,0,0,8,1,1
1769,1974,2,1,0,0,0,0,0,0,0,0,0,6,1,1
1770,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1771,1974,0,0,1,0,0,0,0,0,0,0,0,1,0,14
1772,1974,2,0,1,0,0,0,0,0,0,0,0,0,0,5
1773,1974,0,0,0,0,0,0,0,0,0,0,1,0,0,48
1774,1974,2,0,1,0,1,0,0,0,0,0,1,1,1,2
1775,1974,1,1,0,0,0,0,1,0,0,0,0,1,0,6
1776,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1777,1974,1,1,0,0,0,1,0,0,0,0,0,2,1,3
1778,1974,1,0,0,0,0,0,0,0,0,0,0,0,1,15
1779,1974,2,1,0,0,0,0,1,1,0,0,1,4,1,1
1780,1974,2,1,0,0,0,0,1,1,0,0,1,13,1,1
1781,1974,1,1,0,0,0,0,0,0,0,0,0,0,0,9
1782,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,27
1783,1974,2,0,0,1,0,1,1,0,0,0,0,0,1,4
1784,1974,1,1,0,0,0,0,0,0,0,0,1,0,0,9
1785,1974,0,0,0,0,0,0,0,0,0,1,0,0,0,26
1786,1974,2,1,0,0,1,1,1,1,0,1,0,2,1,1
1787,1974,1,0,0,0,1,0,0,0,1,0,0,2,1,13
1788,1974,1,1,0,0,0,0,0,1,0,0,0,3,0,9
1789,1974,0,0,0,0,0,0,0,0,0,0,1,2,1,28
1790,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,26
1791,1974,0,0,0,0,1,0,0,0,0,1,0,1,0,14
1792,1974,2,1,0,0,0,1,1,0,0,0,0,8,1,0
1793,1974,0,0,0,0,1,0,0,0,0,0,0,0,0,48
1794,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1795,1974,0,1,0,0,0,0,0,0,0,0,0,0,1,2
1796,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1797,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1798,1974,1,0,0,0,0,0,0,0,0,0,0,0,0,12
1799,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1800,1974,2,0,0,0,0,1,1,0,0,0,0,9,1,1
1801,1974,2,1,0,0,0,0,0,0,0,0,1,11,1,1
1802,1974,0,0,0,0,0,0,0,0,0,0,1,0,0,48
1803,1974,2,1,0,0,0,1,0,1,0,0,1,3,1,1
1804,1974,0,0,0,0,1,0,0,0,0,0,0,1,0,13
1805,1974,2,0,0,0,1,0,0,0,0,0,0,2,1,9
1806,1974,1,0,0,0,0,0,0,1,0,0,1,0,0,8
1807,1974,0,0,0,0,1,0,0,0,0,0,0,0,1,48
1808,1974,0,1,0,0,0,0,0,1,0,0,1,0,1,1
1809,1974,0,0,0,0,0,0,0,0,0,0,1,1,0,48
1810,1974,0,0,1,0,0,0,0,0,0,0,1,0,1,14
1811,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1812,1974,0,0,0,0,0,0,0,0,0,0,0,0,1,31
1813,1974,0,0,0,0,0,0,0,0,0,0,0,3,0,17
1814,1974,2,0,0,0,0,0,0,0,0,1,1,6,1,1
1815,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1816,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1817,1974,1,0,0,0,0,0,0,0,0,0,0,0,1,8
1818,1974,0,0,1,0,0,0,0,0,0,0,0,1,0,48
1819,1974,0,0,0,0,0,0,0,0,0,0,0,0,1,48
1820,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,21
1821,1974,2,0,0,0,0,0,0,0,0,0,0,0,0,2
1822,1974,0,1,0,0,1,0,0,1,0,0,0,1,1,1
1823,1974,2,1,0,0,0,0,0,0,0,0,0,6,1,4
1824,1974,0,0,0,0,1,0,0,0,0,0,0,2,0,23
1825,1974,0,0,0,0,0,0,0,0,0,0,1,0,0,48
1826,1974,0,0,0,0,0,0,0,0,0,0,0,11,0,24
1827,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,31
1828,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1829,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1830,1974,0,1,0,0,0,0,0,0,0,0,1,0,1,31
1831,1974,0,1,0,0,0,0,0,0,0,0,0,0,0,48
1832,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,17
1833,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1834,1974,2,1,0,0,0,0,0,0,0,0,0,7,1,1
1835,1974,0,0,0,0,0,0,0,0,0,1,0,0,0,48
1836,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1837,1974,0,0,0,0,1,0,0,0,0,0,0,0,1,13
1838,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1839,1974,2,1,0,0,0,1,0,0,0,0,0,4,1,4
1840,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,24
1841,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1842,1974,1,0,0,0,0,0,0,0,0,0,0,0,0,8
1843,1974,2,0,0,0,1,1,0,0,0,0,0,0,0,1
1844,1974,0,0,0,0,0,0,0,0,0,0,0,0,1,11
1845,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1846,1974,0,1,0,0,0,0,0,0,0,0,0,0,0,31
1847,1974,1,1,0,0,0,0,0,0,0,0,0,1,1,15
1848,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1849,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1850,1974,0,1,0,0,0,0,0,0,0,0,0,0,0,48
1851,1974,0,1,1,0,0,0,0,0,0,0,0,0,0,48
1852,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1853,1974,2,0,0,0,0,0,0,0,0,0,0,0,1,1
1854,1974,1,1,0,0,1,0,0,1,0,0,0,9,0,1
1855,1974,2,1,0,0,0,0,0,0,0,0,0,1,0,9
1856,1974,0,0,0,0,1,0,0,0,0,0,1,0,1,48
1857,1974,0,0,0,0,0,0,0,0,0,0,1,0,0,32
1858,1974,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1859,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1860,1974,1,0,0,0,0,0,0,0,0,0,0,0,1,13
1861,1974,0,0,0,0,0,0,0,0,0,1,0,6,1,13
1862,1974,0,0,0,0,1,0,0,0,0,1,0,1,1,48
1863,1974,0,0,0,0,0,0,0,0,0,0,0,0,1,48
1864,1974,0,0,0,0,0,0,0,0,0,0,0,0,1,48
1865,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1866,1974,1,0,0,0,0,0,0,0,0,0,1,11,1,2
1867,1974,0,0,0,0,1,0,0,0,0,0,0,0,0,36
1868,1974,1,0,0,0,1,0,0,0,0,0,0,8,1,9
1869,1974,0,1,0,0,0,0,0,0,0,0,0,0,1,12
1870,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1871,1974,0,0,0,0,0,0,0,0,0,0,1,0,0,21
1872,1974,0,0,0,0,1,0,0,0,0,1,0,0,0,28
1873,1974,2,0,0,0,0,1,0,0,0,0,0,3,1,1
1874,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1875,1974,0,0,1,0,0,0,0,0,0,0,0,3,0,0
1876,1974,1,0,0,0,0,0,0,0,0,0,1,4,1,15
1877,1974,2,1,0,0,0,0,0,0,0,0,0,0,0,1
1878,1974,2,0,0,0,0,0,0,0,0,0,0,6,0,5
1879,1974,2,0,0,0,1,0,0,1,0,0,0,2,0,8
1880,1974,2,0,0,0,1,0,0,1,0,0,0,3,0,2
1881,1974,0,0,0,0,1,0,0,0,0,0,0,0,0,48
1882,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,14
1883,1974,1,1,0,1,0,1,1,0,1,1,0,2,1,1
1884,1974,0,0,0,0,0,0,0,0,0,0,0,0,1,48
1885,1974,0,0,1,0,0,0,0,0,0,0,0,0,0,20
1886,1974,0,0,1,0,0,0,0,0,0,0,1,1,1,2
1887,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1888,1974,1,1,0,0,0,0,0,0,0,0,0,1,1,2
1889,1974,0,0,0,0,0,0,0,0,0,0,0,1,0,48
1890,1974,1,0,0,0,0,0,1,0,0,0,0,0,1,1
1891,1974,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1892,1974,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1893,1974,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1894,1974,2,0,1,0,0,0,0,0,0,0,0,0,1,2
1895,1974,2,1,0,0,0,0,0,0,0,0,0,15,1,3
1896,1974,0,1,0,0,0,0,0,0,0,0,0,0,0,24
1897,1974,1,0,0,0,0,0,0,0,0,0,0,7,0,13
1898,1974,2,1,0,0,0,1,0,1,0,1,0,0,1,1
1899,1974,2,0,0,0,0,0,0,0,0,0,0,4,0,3
1900,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1901,1974,2,1,0,0,1,0,0,1,0,0,0,4,1,1
1902,1974,0,1,0,0,0,0,0,0,0,1,0,0,0,31
1903,1974,0,0,0,0,0,0,0,0,0,0,1,0,0,48
1904,1974,2,1,0,0,1,1,0,1,0,0,0,10,1,0
1905,1974,2,1,0,0,0,1,0,0,0,0,1,0,0,2
1906,1974,2,0,0,0,0,1,0,0,0,0,0,5,1,1
1907,1974,1,1,0,0,0,0,0,0,0,0,0,0,1,6
1908,1974,0,1,0,0,0,0,0,0,0,0,0,0,1,16
1909,1974,1,1,0,0,1,0,0,0,0,0,0,0,1,1
1910,1974,1,0,0,0,0,0,0,0,0,0,0,4,0,8
1911,1974,0,0,0,0,0,0,0,0,0,0,0,7,0,29
1912,1974,0,0,0,0,0,0,0,0,0,0,0,2,1,2
1913,1974,2,0,0,0,0,0,0,0,0,0,0,0,0,8
1914,1974,2,0,0,0,0,0,1,1,0,1,1,11,1,5
1915,1974,2,1,0,0,0,1,1,0,0,0,0,5,1,5
1916,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1917,1974,2,1,0,0,0,0,0,0,0,0,0,2,0,1
1918,1974,0,0,0,0,0,0,0,0,0,1,0,8,0,4
1919,1974,0,1,0,0,0,0,0,0,0,0,0,0,0,31
1920,1974,0,0,0,0,1,0,0,0,0,0,0,0,0,34
1921,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1922,1974,0,0,0,0,0,0,0,0,0,1,0,14,1,28
1923,1974,2,0,0,0,0,0,0,0,0,0,0,3,1,1
1924,1974,0,1,0,0,0,0,0,0,0,0,0,0,0,48
1925,1974,1,0,0,0,1,0,0,0,0,1,0,0,0,6
1926,1959,0,0,0,0,0,0,0,0,0,0,0,0,1,48
1927,1974,1,0,0,0,0,0,0,0,0,0,0,0,0,13
1928,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1929,1969,1,0,1,0,0,0,0,0,0,0,0,3,1,9
1930,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1931,1954,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1932,1969,2,0,0,0,0,0,0,0,1,1,0,0,1,2
1933,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1934,1969,2,0,0,0,0,0,0,0,1,1,0,0,1,6
1935,1964,0,0,0,0,0,0,0,0,0,0,0,1,0,19
1936,1964,0,0,0,0,1,0,0,0,0,0,0,0,0,23
1937,1969,2,1,0,0,1,0,0,0,0,0,0,1,0,2
